location,date,day_of_week,meal_period,category,item
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,KALE RIBBON SALAD W/ CRANBERRIES
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,RED ONION
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,ROMAINE LETTUCE
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,SHREDDED CARROTS
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,SHREDDED CHEDDAR  CHEESE
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,SHREDDED MOZZARELLA CHEESE
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,SLICED BEETS
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,SLICED MUSHROOMS
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,SPRING MIX GREENS
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,TABOULEH PARSLEY SALAD
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,TOMATO WEDGES
The Atrium,2025-10-05,Sunday,Dinner,SALAD BAR,WHOLE BLACK PITTED OLIVES
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA,HAND TOSSED CHEESE PIZZA
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA,HAND TOSSED CHICKEN BACON RANCH PIZZA
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA,HAND TOSSED MEAT LOVER'S PIZZA
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA,HAND TOSSED VEGGIE PIZZA
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA,PIZZA VEGAN
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA,TURKEY PEPPERONI PIZZA
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,CHICKEN FINGERS
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,DICED TOMATOES
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,PORK SAUSAGE CRUMBLES
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,RIPE SLICED OLIVES
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,SLICED BACON
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,SLICED MUSHROOMS
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,SLICED ONIONS
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,THIN SLICED GREEN BELL PEPPERS
The Atrium,2025-10-05,Sunday,Dinner,PI PIZZA TOPPINGS,TURKEY PEPPERONI SLICES
The Atrium,2025-10-05,Sunday,Dinner,MEZZE PROTEINS,CHICKEN SOUVLAKI
The Atrium,2025-10-05,Sunday,Dinner,MEZZE PROTEINS,FALAFEL MEZZE
The Atrium,2025-10-05,Sunday,Dinner,MEZZE PROTEINS,GRILLED CHICKEN BREAST
The Atrium,2025-10-05,Sunday,Dinner,MEZZE PROTEINS,GRILLED SALMON
The Atrium,2025-10-05,Sunday,Dinner,MEZZE PROTEINS,HALAL BEEF & LAMB GYRO
The Atrium,2025-10-05,Sunday,Dinner,MEZZE PROTEINS,SPANAKOPITA MEZZE
The Atrium,2025-10-05,Sunday,Dinner,MEZZE BASES,BAKED BROWN RICE
The Atrium,2025-10-05,Sunday,Dinner,MEZZE BASES,STEAMED WHITE RICE
The Atrium,2025-10-05,Sunday,Dinner,MEZZE TOPPINGS AND SIDES,FAJITA VEGETABLE
The Atrium,2025-10-05,Sunday,Dinner,MEZZE TOPPINGS AND SIDES,GRILLED VEGETABLES
The Atrium,2025-10-05,Sunday,Dinner,MEZZE TOPPINGS AND SIDES,MEDITERRANEAN LENTIL SALAD
The Atrium,2025-10-05,Sunday,Dinner,MEZZE TOPPINGS AND SIDES,SEASONED WAFFLE FRIES
The Atrium,2025-10-05,Sunday,Dinner,MEZZE TOPPINGS AND SIDES,STUFFED GRAPE LEAVES
The Atrium,2025-10-05,Sunday,Dinner,MEZZE TOPPINGS AND SIDES,TZATZIKI SAUCE ( GYRO SAUCE)
The Atrium,2025-10-05,Sunday,Dinner,SCARLET GINGER,GENERAL TSO CHICKEN
The Atrium,2025-10-05,Sunday,Dinner,SCARLET GINGER,PEPPER STEAK
The Atrium,2025-10-05,Sunday,Dinner,SCARLET GINGER,TERIYAKI GLAZED TOFU VEGETABLE STIR FRY
The Atrium,2025-10-05,Sunday,Dinner,SCARLET GINGER,VEGETABLE EGG ROLL
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN,7 GRAIN CRISPY VEGAN TENDERS
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN,BLACK BEAN BURGER
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN,CRISPY CHICKEN
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN,GRILLED CHICKEN BREAST
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN,HALAL BURGER
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN,HAMBURGER VEGAN BUN
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN,KH CHICKEN WINGS
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN,KINGS HAWAIIAN SANDWICH ROLL
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN SIDES,KALE RIBBON SALAD W/ CRANBERRIES
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN SIDES,SEASONED WAFFLE FRIES
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,ASIAN SESAME SLAW
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,FRANK'S BUFFALO SAUCE
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,GARLIC PARMESAN SAUCE
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,GUACAMOLE
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,KILLER B'S HOT HONEY
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,PICO DE GALLO
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,PLANT-BASED CHEESE SLICES
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SAUTEED MUSHROOMS
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SAUTEED ONION & PEPPERS
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SAUTEED SPANISH ONIONS
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SHREDDED LETTUCE
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SLICED ONIONS
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SLICED PEPPERJACK CHEESE
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SLICED PROVOLONE CHEESE
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SLICED TOMATOES
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,SWEET BABY RAY'S BARBECUE SAUCE
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,TERIYAKI SAUCE GLAZE
The Atrium,2025-10-05,Sunday,Dinner,KINGS HAWAIIAN TOPPINGS,YELLOW AMERICAN CHEESE
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES,3 CHILIES PULLED PORK
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES,BAJA SHRIMP
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES,BAKED BROWN RICE
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES,CHICKEN TACO MEAT
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES,STEAMED WHITE RICE
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES TOPPINGS,3 CHILIES CHIPOTLE SAUCE
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES TOPPINGS,ASIAN SESAME SLAW
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES TOPPINGS,AVOCADO PULP
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES TOPPINGS,CILANTRO CREMA
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES TOPPINGS,PICO DE GALLO
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES TOPPINGS,QUESO BLANCO SAUCE
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES TOPPINGS,SLICED JALAPENOS PEPPERS
The Atrium,2025-10-05,Sunday,Dinner,THREE CHILIES TOPPINGS,SLICED SCALLIONS
